温州大学,144,浙江,综合,175.5
天津师范大学,145,天津,师范,174.8
南通大学,146,江苏,综合,174.6
上海海事大学,147,上海,理工,173.6
海南大学,148,海南,综合,172.7
山东科技大学,149,山东,综合,172.3
天津工业大学,150,天津,理工,171.2
广西师范大学,151,广西,师范,170.8
武汉工程大学,151,湖北,理工,170.8
新疆大学,153,新疆,综合,170.3
上海海洋大学,154,上海,农业,169.9
河南农业大学,155,河南,农业,169.7
成都理工大学,156,四川,理工,168.3
三峡大学,157,湖北,综合,167.9
国际关系学院,158,北京,综合,167.5
浙江农林大学,159,浙江,林业,167
湖南农业大学,160,湖南,农业,165.9
陕西科技大学,161,陕西,理工,165.2
北方工业大学,162,北京,理工,164.8
西北师范大学,163,甘肃,师范,164
曲阜师范大学,164,山东,师范,163.3
石河子大学,164,新疆,综合,163.3
山东农业大学,166,山东,农业,162.1
云南师范大学,167,云南,师范,162
石家庄铁道大学,168,河北,理工,161.3
安徽农业大学,169,安徽,农业,160.5
安徽工业大学,170,安徽,理工,160.4
四川师范大学,171,四川,师范,159.7
青岛科技大学,172,山东,理工,158.3
湖南科技大学,173,湖南,综合,158.1
重庆交通大学,174,重庆,理工,157.3
河北农业大学,175,河北,农业,156.8
长春理工大学,176,吉林,理工,156.7
天津理工大学,176,天津,理工,156.7
河南科技大学,178,河南,综合,156.6
武汉纺织大学,179,湖北,理工,155.6
中北大学,180,山西,理工,155
齐鲁工业大学,181,山东,理工,154.6
北京信息科技大学,182,北京,理工,154.5
沈阳农业大学,183,辽宁,农业,154.4
宁夏大学,184,宁夏,综合,153.4
天津科技大学,185,天津,理工,153.3
吉林农业大学,186,吉林,农业,151.2
沈阳建筑大学,186,辽宁,理工,151.2
苏州科技大学,186,江苏,理工,151.2
上海电力大学,189,上海,理工,151
长江大学,190,湖北,综合,150.8
西安科技大学,191,陕西,理工,150.3
浙江海洋大学,191,浙江,农业,150.3
哈尔滨师范大学,193,黑龙江,师范,148.9
河南工业大学,194,河南,理工,148.8
沈阳航空航天大学,194,辽宁,理工,148.8
哈尔滨理工大学,196,黑龙江,理工,148.6
华东交通大学,197,江西,理工,147.9
上海工程技术大学,198,上海,理工,147.4
延边大学,198,吉林,综合,147.4
河北科技大学,200,河北,理工,146.9
沈阳师范大学,200,辽宁,师范,146.9
西南科技大学,202,四川,理工,146.7
中南林业科技大学,202,湖南,林业,146.7
大连工业大学,204,辽宁,理工,146.6
重庆师范大学,205,重庆,师范,146.5
南昌航空大学,206,江西,理工,146.2
河南理工大学,207,河南,理工,146.1
南华大学,208,湖南,综合,145
重庆理工大学,209,重庆,理工,144.9
渤海大学,210,辽宁,综合,142.5
华北理工大学,211,河北,综合,142.2
兰州理工大学,212,甘肃,理工,142
安徽理工大学,213,安徽,理工,141.9
大连大学,213,辽宁,综合,141.9
海南师范大学,215,海南,师范,141.8
东北电力大学,216,吉林,理工,141.1
中国民航大学,217,天津,理工,141
大连交通大学,218,辽宁,理工,140.7
成都信息工程大学,219,四川,理工,140.6
江西农业大学,220,江西,农业,140.1
烟台大学,220,山东,综合,140.1
桂林电子科技大学,222,广西,理工,139.5
东莞理工学院,223,广东,理工,138.6
郑州轻工业大学,224,河南,理工,138.4
武汉轻工大学,225,湖北,理工,137.9
西藏大学,225,西藏,综合,137.9
北京农学院,227,北京,农业,137.8
佛山科学技术学院,228,广东,综合,137.4
北京电子科技学院,229,北京,理工,137.1
厦门理工学院,229,福建,理工,137.1
上海应用技术大学,231,上海,理工,137
鲁东大学,232,山东,综合,136.7
西安邮电大学,232,陕西,理工,136.7
兰州交通大学,234,甘肃,理工,136.6
沈阳工业大学,235,辽宁,理工,136.4
东北石油大学,236,黑龙江,理工,136
江汉大学,237,湖北,综合,135.9
内蒙古农业大学,238,内蒙古,农业,135.7
山东建筑大学,239,山东,理工,135.5
东华理工大学,240,江西,理工,135.2
华北水利水电大学,241,河南,理工,135.1
桂林理工大学,242,广西,理工,134.9
集美大学,243,福建,综合,134.8
沈阳化工大学,243,辽宁,理工,134.8
青岛农业大学,245,山东,农业,134.6
贵州师范大学,246,贵州,师范,133.9
西华师范大学,247,四川,师范,133
青海大学,248,青海,综合,132.6
辽宁工业大学,249,辽宁,理工,132.2
山东理工大学,250,山东,理工,132
青岛理工大学,251,山东,理工,131.6
安徽建筑大学,252,安徽,理工,131.5
江西理工大学,253,江西,理工,131.3
信阳师范学院,254,河南,师范,130.6
西华大学,255,四川,综合,130.5
山西师范大学,256,山西,师范,130.4
西安石油大学,257,陕西,理工,130
西安工程大学,258,陕西,理工,129.7
湖南工业大学,259,湖南,理工,129.5
内蒙古工业大学,260,内蒙古,理工,129.2
北京印刷学院,261,北京,理工,128.9
新疆师范大学,262,新疆,师范,128.3
北京联合大学,263,北京,综合,127.9
西安工业大学,263,陕西,理工,127.9
湖州师范学院,265,浙江,师范,127.6
成都大学,266,四川,综合,127.4
吉首大学,267,湖南,综合,127
南京工程学院,268,江苏,理工,126.8
北京石油化工学院,269,北京,理工,126.6
辽宁工程技术大学,270,辽宁,理工,126.5
吉林师范大学,271,吉林,师范,126
上海海关学院,272,上海,综合,125.5
绍兴文理学院,273,浙江,师范,124.5
南宁师范大学,274,广西,师范,124.4
合肥学院,275,安徽,理工,124.3
河北工程大学,276,河北,理工,123.8
辽宁科技大学,276,辽宁,理工,123.8
湖北师范大学,278,湖北,师范,123.7
沈阳理工大学,278,辽宁,理工,123.7
内蒙古师范大学,280,内蒙古,师范,123.4
云南农业大学,281,云南,农业,123.2
聊城大学,282,山东,综合,122.8
长春工业大学,283,吉林,理工,122.7
新疆农业大学,284,新疆,农业,122.5
大连海洋大学,285,辽宁,农业,122.2
中原工学院,286,河南,理工,122.1
安徽工程大学,287,安徽,理工,121.8
甘肃农业大学,288,甘肃,农业,121.7
辽宁石油化工大学,289,辽宁,理工,120.5
景德镇陶瓷大学,290,江西,理工,120.2
山西农业大学,291,山西,农业,119.6
天津城建大学,292,天津,理工,119.5
浙江科技学院,292,浙江,理工,119.5
赣南师范大学,294,江西,师范,119.2
广东技术师范大学,295,广东,师范,119.1
安庆师范大学,296,安徽,师范,119
江苏理工学院,297,江苏,理工,118.5
宁波工程学院,297,浙江,理工,118.5
盐城师范学院,299,江苏,师范,118.3
淮北师范大学,300,安徽,师范,118.2
沈阳大学,301,辽宁,综合,118
重庆科技学院,302,重庆,理工,117.8
嘉兴学院,303,浙江,综合,117.7
西南林业大学,304,云南,林业,117.3
淮阴师范学院,305,江苏,师范,117.1
盐城工学院,306,江苏,理工,117
五邑大学,307,广东,综合,116.5
常熟理工学院,308,江苏,综合,116.4
广东海洋大学,309,广东,农业,116.1
上海第二工业大学,310,上海,理工,115.9
福建工程学院,311,福建,理工,115.6
大理大学,312,云南,综合,115.2
四川轻化工大学,313,四川,理工,114.9
黑龙江八一农垦大学,314,黑龙江,农业,113.6
内蒙古科技大学,314,内蒙古,综合,113.6
延安大学,316,陕西,综合,113.5
天津农学院,317,天津,农业,113.3
内蒙古民族大学,318,内蒙古,综合,112.8
天津职业技术师范大学,318,天津,师范,112.8
闽江学院,320,福建,理工,112.3
湖南理工学院,321,湖南,理工,112.2
淮阴工学院,322,江苏,理工,111.9
江西科技师范大学,322,江西,师范,111.9
江苏海洋大学,324,江苏,理工,111.8
闽南师范大学,324,福建,师范,111.8
黑龙江科技大学,326,黑龙江,理工,111.6
北华大学,327,吉林,综合,111.5
仲恺农业工程学院,328,广东,农业,111.4
太原科技大学,329,山西,理工,111.2
南昌工程学院,330,江西,理工,110.5
长江师范学院,331,重庆,师范,110.4
南京晓庄学院,332,江苏,师范,109.9
湖北科技学院,333,湖北,综合,109.7
台州学院,334,浙江,综合,109.1
重庆文理学院,335,重庆,综合,108.8
金陵科技学院,336,江苏,综合,108.5
临沂大学,337,山东,综合,107.8
湖北文理学院,338,湖北,综合,107.7
吉林建筑大学,338,吉林,理工,107.7
齐齐哈尔大学,340,黑龙江,综合,107.2
河北科技师范学院,341,河北,师范,107
青海师范大学,342,青海,师范,106.6
浙江万里学院,343,浙江,理工,106.5
安阳师范学院,344,河南,师范,105.7
江苏第二师范学院,345,江苏,师范,105
长沙学院,346,湖南,理工,104.7
合肥师范学院,346,安徽,师范,104.7
塔里木大学,346,新疆,综合,104.7
徐州工程学院,346,江苏,理工,104.7
湖北第二师范学院,350,湖北,师范,104.3
常州工学院,351,江苏,理工,104.2
井冈山大学,352,江西,综合,104.1
岭南师范学院,353,广东,师范,103.7
广西科技大学,354,广西,理工,103.1
长春大学,355,吉林,综合,102.9
贵州师范学院,355,贵州,师范,102.9
洛阳师范学院,357,河南,师范,102.8
佳木斯大学,358,黑龙江,综合,102.3
上海电机学院,359,上海,理工,102.2
南阳师范学院,360,河南,师范,102
河北建筑工程学院,361,河北,理工,101.3
西藏农牧学院,362,西藏,农业,101.1
惠州学院,363,广东,综合,100.7
北华航天工业学院,364,河北,理工,100
广东第二师范学院,365,广东,师范,99.6
广东石油化工学院,366,广东,综合,99.5
湖北汽车工业学院,367,湖北,理工,99.3
衡阳师范学院,368,湖南,师范,98.9
黄冈师范学院,369,湖北,师范,98.6
丽水学院,369,浙江,师范,98.6
洛阳理工学院,371,河南,综合,98.5
北部湾大学,372,广西,综合,97.9
湖南第一师范学院,372,湖南,师范,97.9
肇庆学院,374,广东,综合,97.6
重庆三峡学院,375,重庆,综合,97.4
长春师范大学,376,吉林,师范,97.2
阜阳师范大学,377,安徽,师范,96.9
乐山师范学院,377,四川,师范,96.9
湖北理工学院,379,湖北,理工,96.1
石家庄学院,380,河北,师范,96
湖北工程学院,381,湖北,综合,95.9
中国民用航空飞行学院,381,四川,理工,95.9
河南科技学院,383,河南,师范,95.8
沈阳工程学院,384,辽宁,理工,95.7
铜仁学院,384,贵州,综合,95.7
成都工业学院,386,四川,理工,95.6
防灾科技学院,387,河北,理工,95.4
黑龙江工程学院,387,黑龙江,理工,95.4
曲靖师范学院,387,云南,师范,95.4
陕西理工大学,390,陕西,理工,95.1
玉林师范学院,390,广西,师范,95.1
九江学院,392,江西,综合,94.9
绵阳师范学院,392,四川,师范,94.9
唐山师范学院,392,河北,师范,94.9
华北科技学院,395,河北,理工,94.6
泉州师范学院,396,福建,师范,94.5
宝鸡文理学院,397,陕西,师范,93.5
重庆第二师范学院,398,重庆,师范,93.3
郑州师范学院,398,河南,师范,93.3
安徽科技学院,400,安徽,师范,93.2
湖南文理学院,401,湖南,综合,93.1
湖南工程学院,402,湖南,理工,93
贵州理工学院,403,贵州,理工,92.6
韩山师范学院,403,广东,师范,92.6
内江师范学院,405,四川,师范,92.5
许昌学院,405,河南,理工,92.5
滁州学院,407,安徽,师范,92.2
凯里学院,408,贵州,综合,91.8
莆田学院,409,福建,综合,91.6
商丘师范学院,410,河南,师范,91.5
韶关学院,411,广东,综合,91.4
攀枝花学院,412,四川,综合,91.1
湖南城市学院,413,湖南,综合,91
宜春学院,413,江西,综合,91
衢州学院,415,浙江,理工,90.8
泰州学院,416,江苏,师范,90.7
浙江水利水电学院,416,浙江,理工,90.7
贵阳学院,418,贵州,综合,89.9
吉林化工学院,419,吉林,理工,89.7
龙岩学院,419,福建,综合,89.7
太原师范学院,419,山西,师范,89.7
周口师范学院,422,河南,师范,89.6
昆明学院,423,云南,综合,89.5
鞍山师范学院,424,辽宁,师范,89.4
南阳理工学院,425,河南,理工,89.3
山西大同大学,426,山西,综合,89.2
廊坊师范学院,427,河北,师范,89.1
营口理工学院,427,辽宁,理工,89.1
玉溪师范学院,427,云南,师范,89.1
保定学院,430,河北,师范,88.7
三明学院,430,福建,综合,88.7
安顺学院,432,贵州,综合,88.5
德州学院,433,山东,综合,88.2
河南城建学院,434,河南,理工,88
牡丹江师范学院,434,黑龙江,师范,88
宜宾学院,436,四川,综合,87.7
遵义师范学院,437,贵州,师范,87.4
山东交通学院,438,山东,理工,87.3
唐山学院,438,河北,理工,87.3
长春工程学院,440,吉林,理工,87.2
潍坊学院,441,山东,综合,86.9
黄淮学院,442,河南,师范,86.5
嘉应学院,443,广东,综合,86.2
哈尔滨学院,444,黑龙江,综合,86.1
武夷学院,445,福建,综合,85.8
上饶师范学院,446,江西,师范,85.6
新乡学院,446,河南,理工,85.6
辽东学院,448,辽宁,综合,85.1
辽宁科技学院,448,辽宁,理工,85.1
成都师范学院,450,四川,师范,85
邢台学院,450,河北,师范,85
邯郸学院,452,河北,师范,84.9
呼伦贝尔学院,453,内蒙古,综合,84.8
湖南科技学院,454,湖南,综合,84.6
四川旅游学院,454,四川,综合,84.6
皖西学院,454,安徽,师范,84.6
赤峰学院,457,内蒙古,综合,84.5
红河学院,457,云南,综合,84.5
黄山学院,459,安徽,师范,84.4
四川文理学院,459,四川,综合,84.4
滨州学院,461,山东,师范,84.3
黔南民族师范学院,461,贵州,师范,84.3
内蒙古科技大学包头师范学院,463,内蒙古,综合,84.2
宁德师范学院,464,福建,师范,84.1
楚雄师范学院,465,云南,师范,83.8
信阳农林学院,466,河南,农业,83.5
吉林工程技术师范学院,467,吉林,师范,83.3
宁夏师范学院,468,宁夏,师范,82.7
海南热带海洋学院,469,海南,综合,82.6
河北民族师范学院,469,河北,师范,82.6
南昌师范学院,469,江西,师范,82.6
西昌学院,472,四川,综合,82.5
广西民族师范学院,473,广西,师范,82.1
伊犁师范大学,473,新疆,师范,82.1
沧州师范学院,475,河北,师范,81.9
贵州工程应用技术学院,475,贵州,师范,81.9
六盘水师范学院,477,贵州,师范,81.6
池州学院,478,安徽,师范,81.5
淮南师范学院,479,安徽,师范,81.1
广州航海学院,480,广东,理工,80.8
泰山学院,480,山东,综合,80.8
西安文理学院,482,陕西,师范,80.5
梧州学院,483,广西,综合,80
通化师范学院,484,吉林,师范,79.9
邵阳学院,485,湖南,理工,79.8
平顶山学院,486,河南,师范,79.7
荆楚理工学院,487,湖北,理工,79.6
大庆师范学院,488,黑龙江,综合,79.5
宿州学院,488,安徽,师范,79.5
蚌埠学院,490,安徽,理工,79.1
衡水学院,491,河北,师范,79
湘南学院,492,湖南,理工,78.9
河南工程学院,493,河南,理工,78.7
渭南师范学院,493,陕西,师范,78.7
喀什大学,495,新疆,师范,78.5
巢湖学院,496,安徽,师范,78.4
齐鲁师范学院,496,山东,师范,78.4
贺州学院,498,广西,综合,78.2
黑河学院,499,黑龙江,综合,78.1
白城师范学院,500,吉林,师范,77.9
咸阳师范学院,501,陕西,师范,77.4
河南牧业经济学院,502,河南,农业,76.8
怀化学院,503,湖南,综合,76.4
张家口学院,503,河北,综合,76.4
安阳工学院,505,河南,理工,75.8
河池学院,505,广西,综合,75.8
桂林航天工业学院,507,广西,理工,75.6
四川民族学院,508,四川,师范,75.4
湖南工学院,509,湖南,理工,75
百色学院,510,广西,综合,74.7
兰州城市学院,511,甘肃,综合,74.5
榆林学院,511,陕西,师范,74.5
兴义民族师范学院,513,贵州,师范,74.4
河西学院,514,甘肃,综合,73.6
保山学院,515,云南,师范,73.3
太原工业学院,516,山西,理工,73.2
商洛学院,517,陕西,综合,73.1
湖南人文科技学院,518,湖南,师范,73
新余学院,519,江西,综合,72.8
天水师范学院,520,甘肃,师范,72.7
忻州师范学院,521,山西,师范,72.6
吉林农业科技学院,522,吉林,农业,72.4
枣庄学院,523,山东,综合,72.2
普洱学院,524,云南,师范,72.1
郑州工程技术学院,524,河南,理工,72.1
河北环境工程学院,526,河北,综合,71.8
山东青年政治学院,527,山东,综合,71.7
晋中学院,528,山西,师范,71.6
绥化学院,528,黑龙江,综合,71.6
安康学院,530,陕西,综合,71.3
文山学院,530,云南,师范,71.3
运城学院,532,山西,师范,71.1
陇东学院,533,甘肃,师范,70.2
景德镇学院,534,江西,综合,70.1
滇西科技师范学院,535,云南,师范,69.8
长沙师范学院,536,湖南,师范,69.7
兰州工业学院,537,甘肃,理工,69.6
济宁学院,538,山东,师范,69.2
琼台师范学院,539,海南,师范,69
山东女子学院,540,山东,综合,68.9
陕西学前师范学院,540,陕西,师范,68.9
豫章师范学院,542,江西,师范,68.6
昭通学院,543,云南,师范,68.5
河南工学院,544,河南,理工,68.4
新疆理工学院,545,新疆,综合,68
汉江师范学院,546,湖北,师范,67.8
菏泽学院,547,山东,综合,67.1
新疆工程学院,548,新疆,理工,66.6
昌吉学院,549,新疆,师范,66.5
鄂尔多斯应用技术学院,550,内蒙古,综合,65.8
萍乡学院,550,江西,综合,65.8
山西能源学院,550,山西,综合,65.8
河套学院,553,内蒙古,综合,65.7
福建技术师范学院,554,福建,师范,65.5
黑龙江工业学院,555,黑龙江,理工,65.4
兰州文理学院,556,甘肃,综合,65.1
长治学院,557,山西,师范,64.9
山东管理学院,558,山东,综合,64.1
集宁师范学院,559,内蒙古,师范,64
吕梁学院,559,山西,师范,64
山西工程技术学院,561,山西,理工,63.6
甘肃民族师范学院,562,甘肃,师范,63
山东农业工程学院,563,山东,综合,62.6
西安航空学院,564,陕西,理工,62.4
太原学院,565,山西,理工,60
亳州学院,566,安徽,师范,58.9
首钢工学院,567,北京,理工,55.9
